Title,Genre,Link
8 Korban Tewas dan Luka Tertabrak Kereta Api Dhoho di Jombang Ternyata Satu Keluarga,NUSANTARA,https://www.beritasatu.com/nusantara/1059671/8-korban-tewas-dan-luka-tertabrak-kereta-api-dhoho-di-jombang-ternyata-satu-keluarga
Identitas 6 Korban Tewas dalam Kecelakaan Kereta Api vs Mobil di Jombang,NUSANTARA,https://www.beritasatu.com/nusantara/1059662/identitas-6-korban-tewas-dalam-kecelakaan-kereta-api-vs-mobil-di-jombang
"Tewaskan 6 Orang, Ini Kronologi Kereta Tabrak Luxio di Jombang",NUSANTARA,https://www.beritasatu.com/nusantara/1059658/tewaskan-6-orang-ini-kronologi-kereta-tabrak-luxio-di-jombang
"Kereta Dhoho Hantam Mobil di Jombang, 6 Orang Meregang Nyawa",NUSANTARA,https://www.beritasatu.com/nusantara/1059654/kereta-dhoho-hantam-mobil-di-jombang-6-orang-meregang-nyawa
"Pendapatan Surya Esa Perkasa Terkikis, Laba Tergerus 52%",EKONOMI,https://www.beritasatu.com/ekonomi/1059632/pendapatan-surya-esa-perkasa-terkikis-laba-tergerus-52
Kampung Berseri Astra di Mataram Tetapkan Lima Pilar,EKONOMI,https://www.beritasatu.com/ekonomi/1059580/kampung-berseri-astra-di-mataram-tetapkan-lima-pilar
Polsuska Tangkap Pelajar SMP di Blitar Pelempar Batu ke KA Matarmaja,NUSANTARA,https://www.beritasatu.com/nusantara/1059467/polsuska-tangkap-pelajar-smp-di-blitar-pelempar-batu-ke-ka-matarmaja
2 Wanita Pengendara Motor Tewas Tertabrak Kereta Api di Serdang Bedagai,NUSANTARA,https://www.beritasatu.com/nusantara/1059466/2-wanita-pengendara-motor-tewas-tertabrak-kereta-api-di-serdang-bedagai
"7 Tahun Buron, Suami Pembunuh Istri di Lampung Ditangkap Polisi Usai Video 2 Anaknya Viral",NUSANTARA,https://www.beritasatu.com/nusantara/1059366/7-tahun-buron-suami-pembunuh-istri-di-lampung-ditangkap-polisi-usai-video-2-anaknya-viral
Lansia Tewas dalam Kebakaran di Pondok Bambu Jakarta Timur,MEGAPOLITAN,https://www.beritasatu.com/megapolitan/1059337/lansia-tewas-dalam-kebakaran-di-pondok-bambu-jakarta-timur
Kakak Beradik di Lampung Minta Jokowi dan Kapolri Tangkap sang Ayah yang Bunuh Ibu Mereka,NUSANTARA,https://www.beritasatu.com/nusantara/1059308/kakak-beradik-di-lampung-minta-jokowi-dan-kapolri-tangkap-sang-ayah-yang-bunuh-ibu-mereka
"Tabrak Lari di Kuta, Pengendara Motor Tewas",NUSANTARA,https://www.beritasatu.com/nusantara/1059252/tabrak-lari-di-kuta-pengendara-motor-tewas
KNKT Sebut Pelintasan Sebidang Masih Menjadi Persoalan Pelik,NUSANTARA,https://www.beritasatu.com/nusantara/1059210/knkt-sebut-pelintasan-sebidang-masih-menjadi-persoalan-pelik
"Kurangi Pelintasan Sebidang, Kementerian PUPR Bangun 6 Flyover di Jawa dan Sumatera",NUSANTARA,https://www.beritasatu.com/nusantara/1059160/kurangi-pelintasan-sebidang-kementerian-pupr-bangun-6-flyover-di-jawa-dan-sumatera
"Kurangi Kecelakaan di Pelintasan Sebidang, PUPR Percepat Bangun Flyover",NASIONAL,https://www.beritasatu.com/nasional/1059177/kurangi-kecelakaan-di-pelintasan-sebidang-pupr-percepat-bangun-flyover
PUPR Beberkan Kendala Realisasi Pengurangan Pelintasan Sebidang,NUSANTARA,https://www.beritasatu.com/nusantara/1059165/pupr-beberkan-kendala-realisasi-pengurangan-pelintasan-sebidang
"Polisi Tewas Ditembak Polisi, Keluarga Kecewa Perbedaan Informasi Penyebab Kematian Bripda IDF",NUSANTARA,https://www.beritasatu.com/nusantara/1059164/polisi-tewas-ditembak-polisi-keluarga-kecewa-perbedaan-informasi-penyebab-kematian-bripda-idf
"Bus Restu Tabrak Mobil dan 3 Sepeda Motor di Pasuruan, 2 Meninggal",NUSANTARA,https://www.beritasatu.com/nusantara/1059075/bus-restu-tabrak-mobil-dan-3-sepeda-motor-di-pasuruan-2-meninggal
"6 Toko, 3 Motor, dan 1 Mobil Ludes Terbakar dalam Kebakaran di Padang",NUSANTARA,https://www.beritasatu.com/nusantara/1059070/6-toko-3-motor-dan-1-mobil-ludes-terbakar-dalam-kebakaran-di-padang
"Kecelakaan KA Brantas di Semarang, Sopir Truk Jadi Tersangka",NUSANTARA,https://www.beritasatu.com/nusantara/1059068/kecelakaan-ka-brantas-di-semarang-sopir-truk-jadi-tersangka
Pelanggaran Selama Operasi Patuh Jaya 2023 Meningkat 67 Persen,MEGAPOLITAN,https://www.beritasatu.com/megapolitan/1059042/pelanggaran-selama-operasi-patuh-jaya-2023-meningkat-67-persen
"Dibayangi Inflasi Medis, Kebutuhahan Asuransi Kesehatan Makin Nyata",EKONOMI,https://www.beritasatu.com/ekonomi/1059029/dibayangi-inflasi-medis-kebutuhahan-asuransi-kesehatan-makin-nyata
Strategi Kemenhub Meminimalkan Kecelakaan di Pelintasan Kereta Sebidang,NASIONAL,https://www.beritasatu.com/nasional/1058979/strategi-kemenhub-meminimalkan-kecelakaan-di-pelintasan-kereta-sebidang
"Kecepatan Kereta Bakal Meningkat, Urgensi Penghapusan Pelintasan Sebidang Kian Mendesak",NASIONAL,https://www.beritasatu.com/nasional/1058976/kecepatan-kereta-bakal-meningkat-urgensi-penghapusan-pelintasan-sebidang-kian-mendesak
Aksi Swadaya Warga Jaga Pelintasan Sebidang di Kebayoran Lama,MEGAPOLITAN,https://www.beritasatu.com/megapolitan/1058961/aksi-swadaya-warga-jaga-pelintasan-sebidang-di-kebayoran-lama
"Sempat Terganggu, KRL Lintas Pondok Ranji-Kebayoran Kembali Normal",MEGAPOLITAN,https://www.beritasatu.com/megapolitan/1058901/sempat-terganggu-krl-lintas-pondok-ranjikebayoran-kembali-normal
"KRL Lintas Pondok Ranji-Kebayoran Terganggu, KAI Commuter Ubah Rute Operasi",MEGAPOLITAN,https://www.beritasatu.com/megapolitan/1058836/krl-lintas-pondok-ranjikebayoran-terganggu-kai-commuter-ubah-rute-operasi
"Sekolah Terbakar, Siswa SDN 9 Langkai Palangka Raya Belajar di Ruang UKS",NUSANTARA,https://www.beritasatu.com/nusantara/1058833/sekolah-terbakar-siswa-sdn-9-langkai-palangka-raya-belajar-di-ruang-uks
"Truk Tabrak Tiang Listrik, Perjalanan Kereta Lintas Pondok Ranji-Kebayoran Terganggu",MEGAPOLITAN,https://www.beritasatu.com/megapolitan/1058831/truk-tabrak-tiang-listrik-perjalanan-kereta-lintas-pondok-ranjikebayoran-terganggu
Menteri Kehakiman Selandia Baru Mundur Seusai Mengemudi dalam Keadaan Mabuk,INTERNASIONAL,https://www.beritasatu.com/internasional/1058812/menteri-kehakiman-selandia-baru-mundur-seusai-mengemudi-dalam-keadaan-mabuk
"Truk Tangki Air di Semarang Tabrak 4 Kendaraan, 1 Pengendara Motor Tewas",NUSANTARA,https://www.beritasatu.com/nusantara/1058772/truk-tangki-air-di-semarang-tabrak-4-kendaraan-1-pengendara-motor-tewas
PT KAI Ungkap Solusi Cegah Kecelakaan di Pelintasan Sebidang Kereta Api,NUSANTARA,https://www.beritasatu.com/nusantara/1058764/pt-kai-ungkap-solusi-cegah-kecelakaan-di-pelintasan-sebidang-kereta-api
"15 Orang Tewas, Begini Kronologi Kapal Tenggelam di Buton Tengah",NUSANTARA,https://www.beritasatu.com/nusantara/1058725/15-orang-tewas-begini-kronologi-kapal-tenggelam-di-buton-tengah
Sejumlah Perjalanan Kereta Terlambat Imbas KA Gajayana Tabrak Truk di Nganjuk,NUSANTARA,https://www.beritasatu.com/nusantara/1058687/sejumlah-perjalanan-kereta-terlambat-imbas-ka-gajayana-tabrak-truk-di-nganjuk
"Cegah Kecelakaan, Ini Tips Aman Melintasi Pelintasan Kereta Api Sebidang",MEGAPOLITAN,https://www.beritasatu.com/megapolitan/1058686/cegah-kecelakaan-ini-tips-aman-melintasi-pelintasan-kereta-api-sebidang
"Kecelakaan Kereta Lagi, KA Gajayana Tabrak Truk di Nganjuk",NUSANTARA,https://www.beritasatu.com/nusantara/1058682/kecelakaan-kereta-lagi-ka-gajayana-tabrak-truk-di-nganjuk
"Mirip GTA, Wanita Ini Curi Mobil Patroli di Jalan Tol Jatiwaringin hingga Tabrak Mobil dan Trotoar",MEGAPOLITAN,https://www.beritasatu.com/megapolitan/1058674/mirip-gta-wanita-ini-curi-mobil-patroli-di-jalan-tol-jatiwaringin-hingga-tabrak-mobil-dan-trotoar
"Atap Beton Gimnasium Sekolah Ambruk, 10 Orang Tewas di Tiongkok",INTERNASIONAL,https://www.beritasatu.com/internasional/1058672/atap-beton-gimnasium-sekolah-ambruk-10-orang-tewas-di-tiongkok
"Kapal Penyeberangan Antardesa Tenggelam di Buton Tengah, 15 Tewas dan 19 Hilang",NUSANTARA,https://www.beritasatu.com/nusantara/1058669/kapal-penyeberangan-antardesa-tenggelam-di-buton-tengah-15-tewas-dan-19-hilang
"Jadi Korban Tabrak Lari, Anggota DPRD Kabupaten Ngawi Tewas",NUSANTARA,https://www.beritasatu.com/nusantara/1058661/jadi-korban-tabrak-lari-anggota-dprd-kabupaten-ngawi-tewas
"Gaji Petugas Pelintasan Sebidang, Pemda Bisa Kerja Sama dengan Swasta",EKONOMI,https://www.beritasatu.com/ekonomi/1058648/gaji-petugas-pelintasan-sebidang-pemda-bisa-kerja-sama-dengan-swasta
Tewasnya Justyn Vicky Diberitakan Media-media Asing,INTERNASIONAL,https://www.beritasatu.com/internasional/1058655/tewasnya-justyn-vicky-diberitakan-mediamedia-asing
"Libatkan Warga Jadi Petugas Pelintasan Sebidang, Pemda Tak Boleh Sekadar Merekrut",NUSANTARA,https://www.beritasatu.com/nusantara/1058646/libatkan-warga-jadi-petugas-pelintasan-sebidang-pemda-tak-boleh-sekadar-merekrut
Top 5 News: Kecelakaan kapal Peserta Sail to Indonesia hingga Kebakaran RS Hermina Depok,NUSANTARA,https://www.beritasatu.com/nusantara/1058653/top-5-news-kecelakaan-kapal-peserta-sail-to-indonesia-hingga-kebakaran-rs-hermina-depok
"Cegah Kecelakaan di Pelintasan Kereta, Pengamat Usulkan Penggunaan Yellow Box",NUSANTARA,https://www.beritasatu.com/nusantara/1058644/cegah-kecelakaan-di-pelintasan-kereta-pengamat-usulkan-penggunaan-yellow-box
"Cegah Pelanggaran di Pelintasan Kereta, Pentingnya Edukasi Berlalu Lintas Sejak TK",NUSANTARA,https://www.beritasatu.com/nusantara/1058632/cegah-pelanggaran-di-pelintasan-kereta-pentingnya-edukasi-berlalu-lintas-sejak-tk
Jenazah WNI Korban Kecelakaan Mobil di Australia Akhirnya Dipulangkan ke Malang,NUSANTARA,https://www.beritasatu.com/nusantara/1058625/jenazah-wni-korban-kecelakaan-mobil-di-australia-akhirnya-dipulangkan-ke-malang
"Banyak Kecelakaan, Pengamat Minta Penerobos Pelintasan Sebidang Didenda Rp 1 Juta",EKONOMI,https://www.beritasatu.com/ekonomi/1058612/banyak-kecelakaan-pengamat-minta-penerobos-pelintasan-sebidang-didenda-rp-1-juta
Penutupan Ribuan Pelintasan Sebidang Liar Tanggung Jawab Pemda,EKONOMI,https://www.beritasatu.com/ekonomi/1058586/penutupan-ribuan-pelintasan-sebidang-liar-tanggung-jawab-pemda
STNK dan Kir Truk Tabrak Gedung Resepsi Pernikahan di Balikpapan Kedaluwarsa,NUSANTARA,https://www.beritasatu.com/nusantara/1058583/stnk-dan-kir-truk-tabrak-gedung-resepsi-pernikahan-di-balikpapan-kedaluwarsa
Seluruh Pelintasan Sebidang Liar Harus Segera Ditutup karena Melanggar Hukum,EKONOMI,https://www.beritasatu.com/ekonomi/1058570/seluruh-pelintasan-sebidang-liar-harus-segera-ditutup-karena-melanggar-hukum
"Kapal Peserta Sail to Indonesia Rally 2023 Alami Kecelakaan, 1 WNA Patah Tulang",NUSANTARA,https://www.beritasatu.com/nusantara/1058561/kapal-peserta-sail-to-indonesia-rally-2023-alami-kecelakaan-1-wna-patah-tulang
Rumah Sakit Hermina Depok Pastikan Tidak Ada Korban Jiwa dalam Kebakaran,MEGAPOLITAN,https://www.beritasatu.com/megapolitan/1058556/rumah-sakit-hermina-depok-pastikan-tidak-ada-korban-jiwa-dalam-kebakaran
Warga Jarah Puing Gedung Kesenian Kota Balikpapan Seusai Ditabrak Truk,NUSANTARA,https://www.beritasatu.com/nusantara/1058544/warga-jarah-puing-gedung-kesenian-kota-balikpapan-seusai-ditabrak-truk
"Sudahi Maut di Pelintasan Sebidang, MTI Usulkan Sistem Peringatan Dini",NUSANTARA,https://www.beritasatu.com/nusantara/1058465/sudahi-maut-di-pelintasan-sebidang-mti-usulkan-sistem-peringatan-dini
Pengamat Minta Penerobos Pelintasan Sebidang Ditilang,NUSANTARA,https://www.beritasatu.com/nusantara/1058460/pengamat-minta-penerobos-pelintasan-sebidang-ditilang
Layang-Layang Ancam Keamanan Jalur Kereta Cepat Jakarta-Bandung,NASIONAL,https://www.beritasatu.com/nasional/1058449/layanglayang-ancam-keamanan-jalur-kereta-cepat-jakartabandung
Polisi Ungkap Penyebab Truk Seruduk Gedung Resepsi Pernikahan di Balikpapan,NUSANTARA,https://www.beritasatu.com/nusantara/1058446/polisi-ungkap-penyebab-truk-seruduk-gedung-resepsi-pernikahan-di-balikpapan
"Banyak Kecelakaan, Sudah Saatnya Pelintasan Sebidang Liar Ditutup",NUSANTARA,https://www.beritasatu.com/nusantara/1058445/banyak-kecelakaan-sudah-saatnya-pelintasan-sebidang-liar-ditutup
"Truk Bermuatan Kertas Seruduk Gedung Pernikahan, Tamu Resepsi Berlarian Menyelamatkan Diri",NUSANTARA,https://www.beritasatu.com/nusantara/1058440/truk-bermuatan-kertas-seruduk-gedung-pernikahan-tamu-resepsi-berlarian-menyelamatkan-diri
Pengamat: Kecelakaan di Pelintasan Sebidang Tanggung Jawab Pemerintah,NUSANTARA,https://www.beritasatu.com/nusantara/1058436/pengamat-kecelakaan-di-pelintasan-sebidang-tanggung-jawab-pemerintah
"Cegah Kecelakaan Kereta, Flyover dan Underpass Perlu Diperbanyak",NUSANTARA,https://www.beritasatu.com/nusantara/1058410/cegah-kecelakaan-kereta-flyover-dan-underpass-perlu-diperbanyak
"Tolak Mentah-mentah Marc Marquez, Bos KTM: Gaya Balapnya Tak Cocok",SPORT,https://www.beritasatu.com/sport/1058405/tolak-mentahmentah-marc-marquez-bos-ktm-gaya-balapnya-tak-cocok
"Kasus Kecelakaan Kereta Api Masih Tinggi, Mayoritas di Pelintasan Sebidang",NUSANTARA,https://www.beritasatu.com/nusantara/1058406/kasus-kecelakaan-kereta-api-masih-tinggi-mayoritas-di-pelintasan-sebidang
Deretan Petinju Dunia yang Tak Terkalahkan Sepanjang Karier,SPORT,https://www.beritasatu.com/sport/1058378/deretan-petinju-dunia-yang-tak-terkalahkan-sepanjang-karier
"Rekomendasi Film Akhir Pekan, Ada Barbie hingga Doraemon",LIFESTYLE,https://www.beritasatu.com/lifestyle/1058375/rekomendasi-film-akhir-pekan-ada-barbie-hingga-doraemon
"Ban Kiri Pecah, Pesawat Smart Air Crash Landing di Intan Jaya",NUSANTARA,https://www.beritasatu.com/nusantara/1058301/ban-kiri-pecah-pesawat-smart-air-crash-landing-di-intan-jaya
"Diperiksa Polisi, Masinis dan Asisten Kereta Api Brantas Dicecar 30 Pertanyaan",NUSANTARA,https://www.beritasatu.com/nusantara/1058300/diperiksa-polisi-masinis-dan-asisten-kereta-api-brantas-dicecar-30-pertanyaan
"Kendarai Sendiri Mobil Golf, Bocah 3 Tahun Tabrak Anak Usia 7 Tahun hingga Tewas",INTERNASIONAL,https://www.beritasatu.com/internasional/1058282/kendarai-sendiri-mobil-golf-bocah-3-tahun-tabrak-anak-usia-7-tahun-hingga-tewas
Pemprov Jatim Tetapkan Tarif Ojek dan Taksi Online Terbaru,NUSANTARA,https://www.beritasatu.com/nusantara/1058243/pemprov-jatim-tetapkan-tarif-ojek-dan-taksi-online-terbaru
KAI Bakal Tuntut Perusahaan Ekspedisi Imbas Kecelakaan Kereta di Semarang,NUSANTARA,https://www.beritasatu.com/nusantara/1058239/kai-bakal-tuntut-perusahaan-ekspedisi-imbas-kecelakaan-kereta-di-semarang
"Kecelakaan Kereta di Semarang, Ini Kesaksian Penjaga Pelintasan Madukoro",NUSANTARA,https://www.beritasatu.com/nusantara/1058211/kecelakaan-kereta-di-semarang-ini-kesaksian-penjaga-pelintasan-madukoro
"Terpopuler, Fortuner Maut hingga Anggota DPRD Ketahuan Main Judi Slot Saat Rapat",MEGAPOLITAN,https://www.beritasatu.com/megapolitan/1058206/terpopuler-fortuner-maut-hingga-anggota-dprd-ketahuan-main-judi-slot-saat-rapat
Pemain Timnas yang Cedera di Piala AFF U-19 Wanita Dijamin BPJS Ketenagakerjaan,SPORT,https://www.beritasatu.com/sport/1058145/pemain-timnas-yang-cedera-di-piala-aff-u19-wanita-dijamin-bpjs-ketenagakerjaan
2 Buron Kasus Robot Trading Net89 Berada di Kamboja,NASIONAL,https://www.beritasatu.com/nasional/1058090/2-buron-kasus-robot-trading-net89-berada-di-kamboja
Barang Bukti yang Disita di Kasus Robot Trading Net89 Capai Rp 2 Triliun,MEGAPOLITAN,https://www.beritasatu.com/megapolitan/1058087/barang-bukti-yang-disita-di-kasus-robot-trading-net89-capai-rp-2-triliun
Polda Riau Limpahkan Berkas Perkara 3 Karyawan Tewas dalam Tangki Limbah ke Kejaksaan Tinggi,NUSANTARA,https://www.beritasatu.com/nusantara/1058086/polda-riau-limpahkan-berkas-perkara-3-karyawan-tewas-dalam-tangki-limbah-ke-kejaksaan-tinggi
"Kasus Robot Trading Net89 Sudah 13 Jadi Tersangka, 2 Masih Buron",MEGAPOLITAN,https://www.beritasatu.com/megapolitan/1058078/kasus-robot-trading-net89-sudah-13-jadi-tersangka-2-masih-buron
Pengemudi Fortuner yang Tewaskan 3 Penumpang di Plumpang Masih Mahasiswa,MEGAPOLITAN,https://www.beritasatu.com/megapolitan/1058071/pengemudi-fortuner-yang-tewaskan-3-penumpang-di-plumpang-masih-mahasiswa
"Top News: Kecelakaan Maut Fortuner, Nathalie Holscher, dan Pasien Obesitas Meninggal",MEGAPOLITAN,https://www.beritasatu.com/megapolitan/1058043/top-news-kecelakaan-maut-fortuner-nathalie-holscher-dan-pasien-obesitas-meninggal
"Buntut Kecelakaan Kereta di Semarang, Truk Dilarang Melintas di Perlintasan Madukoro",NUSANTARA,https://www.beritasatu.com/nusantara/1058041/buntut-kecelakaan-kereta-di-semarang-truk-dilarang-melintas-di-perlintasan-madukoro
"Kecelakaan Fortuner di Tol Plumpang, Polisi Buka Suara soal Kemungkinan Sopir Mabuk",MEGAPOLITAN,https://www.beritasatu.com/megapolitan/1058036/kecelakaan-fortuner-di-tol-plumpang-polisi-buka-suara-soal-kemungkinan-sopir-mabuk
"Kecelakaan Maut Fortuner, Begini Penampakan Mobil Bagai Rempeyek",MEGAPOLITAN,https://www.beritasatu.com/megapolitan/1058018/kecelakaan-maut-fortuner-begini-penampakan-mobil-bagai-rempeyek
"Pascatabrakan Kereta Brantas, Kecepatan KA di Perlintasan Madukoro Dinaikkan Jadi 20 Km/jam",NUSANTARA,https://www.beritasatu.com/nusantara/1058016/pascatabrakan-kereta-brantas-kecepatan-ka-di-perlintasan-madukoro-dinaikkan-jadi-20-kmjam
"Kecelakaan Fortuner, Hasil Tes Urine Sopir Negatif Narkoba",MEGAPOLITAN,https://www.beritasatu.com/megapolitan/1058010/kecelakaan-fortuner-hasil-tes-urine-sopir-negatif-narkoba
"Drama Pembalap Fadillah Arbi Juara Moto3 Junior GP: Start di Grid 16, Sempat Disalip Jelang Finis",SPORT,https://www.beritasatu.com/sport/1058009/drama-pembalap-fadillah-arbi-juara-moto3-junior-gp-start-di-grid-16-sempat-disalip-jelang-finis
Song Hye Kyo Minta Maaf atas Kecelakaan Pembangunan Rumah Barunya,LIFESTYLE,https://www.beritasatu.com/lifestyle/1058002/song-hye-kyo-minta-maaf-atas-kecelakaan-pembangunan-rumah-barunya
"Toyota Fortuner Generasi Terbaru Meluncur di 2024, Begini Tampilannya",OTOTEKNO,https://www.beritasatu.com/ototekno/1058007/toyota-fortuner-generasi-terbaru-meluncur-di-2024-begini-tampilannya
"Lintasi Madukoro Semarang, Laju Kereta Api Dibatasi Maksimal 5 Km per Jam",NUSANTARA,https://www.beritasatu.com/nusantara/1057936/lintasi-madukoro-semarang-laju-kereta-api-dibatasi-maksimal-5-km-per-jam
Daftar Kereta yang Terlambat Imbas Kecelakaan KA Brantas di Semarang,NUSANTARA,https://www.beritasatu.com/nusantara/1057921/daftar-kereta-yang-terlambat-imbas-kecelakaan-ka-brantas-di-semarang
Polisi: Semua Korban Kecelakaan Maut Fortuner Berumur 19 Tahun,MEGAPOLITAN,https://www.beritasatu.com/megapolitan/1057912/polisi-semua-korban-kecelakaan-maut-fortuner-berumur-19-tahun
Polisi Ungkap Detik-detik Kecelakaan Maut Fortuner yang Tewaskan 3 Orang,MEGAPOLITAN,https://www.beritasatu.com/megapolitan/1057911/polisi-ungkap-detikdetik-kecelakaan-maut-fortuner-yang-tewaskan-3-orang
"Terpopuler, Kecelakaan Maut Fortuner hingga Murid SD Bentak Guru",MEGAPOLITAN,https://www.beritasatu.com/megapolitan/1057906/terpopuler-kecelakaan-maut-fortuner-hingga-murid-sd-bentak-guru
Jalur Kereta Api Madukoro Semarang Sudah Bisa Dilintasi,NUSANTARA,https://www.beritasatu.com/nusantara/1057897/jalur-kereta-api-madukoro-semarang-sudah-bisa-dilintasi
"Larang Pungli, Ganjar Ingatkan soal Pakta Integritas di Hadapan Kepala Sekolah se-Jateng",NUSANTARA,https://www.beritasatu.com/nusantara/1057894/larang-pungli-ganjar-ingatkan-soal-pakta-integritas-di-hadapan-kepala-sekolah-sejateng
Kronologi Kecelakaan Maut Fortuner yang Menewaskan 3 Penumpang,MEGAPOLITAN,https://www.beritasatu.com/megapolitan/1057891/kronologi-kecelakaan-maut-fortuner-yang-menewaskan-3-penumpang
Ganjar Minta Petugas Analisis Kondisi Jembatan Setelah Kecelakaan Kereta Api di Semarang,NUSANTARA,https://www.beritasatu.com/nusantara/1057890/ganjar-minta-petugas-analisis-kondisi-jembatan-setelah-kecelakaan-kereta-api-di-semarang
